intersect_smiles,qm9_id,al9_id
COCCC1CC(=O)C1,122403,5262020
COC1CC12CCOC2,113586,7657604
CCC(=O)CCCCO,122810,6499206
C#CCOc1ncc[nH]1,24063,2984091
C#CC1OCOCC1O,96422,8857462
Cc1ccnn1CC#N,125295,132213
NC(=O)CC1=CCCC1,55784,6820246
CC1(O)C(=O)CC1CO,112171,832093
CC1CC=CC12CC2O,87624,5317909
NC(=O)CC1=CCOC1,55785,6393880
CC1CC(C(N)=O)CO1,93921,6399405
C#CC(C)(CC)C(C)C,99859,6192497
O=C1OCOC2CCC12,47614,5981441
CC1CN(C=O)C12CC2,86676,6135211
OC1C2CCOC1OC2,83593,5246863
COC1OC(=O)C2CC12,112313,5632365
CC1=CCC(=O)C(=O)C1,75051,362330
C#CC1COC(=O)C1=O,46031,4542826
C1=CCC2OCC=C2C1,41868,209579
CC1=C(C)C2OCC1O2,73843,10461
CC1C=CCCN1C=O,84907,8928353
Cc1ccc(N)c(=O)o1,28341,3299353
CC#CCC(C#N)CO,102211,3288979
N#CCCC(CO)CO,102685,7419454
CCC(C)CC1CCC1,101738,5727732
CC1(CCO)OCC1=O,118913,24233
CCC1(O)CCCC1O,104408,4028171
CCC1OCC12CCO2,115645,761954
CCC(O)C(C)C(C)C,100760,3020222
N#CC1CCC12CCO2,35690,5283208
CC1(C)C2C(O)C(O)C21,78049,2208024
CCC1=CC=CCOC1,109096,2413930
N#CCC12CC(=O)C1C2,43749,5754360
CCC1CC2CCC12C,114808,3334925
CC1COC2(COC2)C1,94852,7130421
CCc1cc(CC)on1,126301,1969342
COC(CO)C1(O)CC1,102557,8978671
CNC1C(=O)OC12CC2,109451,9426863
CCC(O)C12CC1CO2,101122,4325764
CC12CC=CCC1CC2,73204,300395
CCC1C(N)C1(N)C#N,109609,4130400
CC#CC1(O)C(C)C1O,52766,2361354
CCC1C2CC(O)C12O,110860,3009292
C#CC1C(O)CC1C#N,85723,4648889
C1COC2CCCC2C1,42021,3597535
N#CCCc1cocn1,24098,6441018
CCc1coc(=O)cn1,32341,1663394
CCOC1CCCC1O,121359,7975287
CCC1NC(=O)C1CC,112261,3155256
COC1COC2CC12O,115887,5824828
CCC1OCC1(C)C#N,115539,3010986
CCC1(C)C=C(C)CO1,104153,3035022
CC1COC2C=CC1O2,95148,6128914
CC(=O)C1C(C)C1(C)C,76139,370836
CC(O)C1(C)NCC1=O,58545,3460318
C#CCc1c[nH]c(C)n1,28020,1005355
O=C1C=CC2CCC1O2,43348,6069330
CC1=CCC2CC2(C)C1,75330,458921
CCC1(C2CC2)COC1,105531,1704967
C#CC1=CCC2COC12,34610,1630676
CCCCC(C)(O)CC,121838,6980722
CC1CC(C2CCC2)O1,86554,5039817
C#CC1(OC)CC1CC,113314,3615448
N#CCC1=CNC(=O)C1,45634,5520692
C#CC1CC2CCC12C,73163,144297
CC1CC(C2CC2C)O1,88661,4929025
CC#CC(C)NCC#N,52719,4305500
N#CCC#CC1CCC1,35990,4650447
C1=CC2C=CC(CC1)O2,39371,3762724
CC1COCCOC1=O,96509,6162999
CCC(=O)c1ccoc1,30618,7172074
N#CCC1(O)C=CCC1,64766,4676281
CCNC(C#N)CCO,118650,8427608
C#CC1=CC(C)OC1C,86171,7170808
CNc1ccc(N)n1C,31782,9012278
OCC#Cc1cnco1,30579,7304785
OCC12COC(C1)OC2,108215,7508558
C#CC1CC1C(C)(C)C,57427,3312039
N#CCC1(O)CCCC1,64779,5080174
C#CC1C(C)=CCC1O,92712,1173737
CCC(C)(O)CNC=O,100156,5494124
CN1CC(O)C2OCC21,86427,8179721
CC(=O)C1OCC1C#N,55323,1823530
NC(=O)C#CC1(O)CC1,53739,5736813
N#CC12C=CCOC1C2,34013,4720028
CCC(O)(CC)CCO,117834,2258133
C1OCC2C1CC1CC12,38955,668043
CCC1C(O)C1C1CC1,109787,922157
CCOCCC(C)CC,122970,8326586
CCCc1cnccn1,32986,2461664
Cc1cccc(F)c1F,132746,419824
CCC1(CC)CC(C)C1,104714,3834462
CCC12CC1C=CC2=O,107313,1924489
N#CC1OCC1C1CC1,35726,4636275
CC1CC2CCC2(O)C1,92499,4678448
CCC1(O)COC1C#N,104260,1052061
COC1(C)CC1C(C)C,103838,9005816
COC12CC=C(C)C1C2,106979,9180799
CCC1C2CCCOC12,111869,2312798
C#CC(C#N)C(C)CO,100615,3811859
CC12COC1C(CO)C2,114093,618666
C#CC1CC2C(C)C12C,80330,837009
CC(O)CCC(O)CO,101814,387363
CC12COC(C1)C(O)C2,89477,463489
COCC1CCCC1C,121365,6099232
N#CC1(C(O)CO)CC1,101076,7326804
CC(=O)CCOCCO,123084,2617379
CCCC12CC=CC1C2,119521,3725488
CCC#CC(C#N)OC,97627,6640908
C#CC1(CC)CC(O)C1,104629,4177351
CCC#CC1CCOC1,97859,5925700
N#CC1C=C2CCC2O1,35542,4727149
C#Cc1ncc(C#N)o1,23996,2505690
CC#CC1(C)CCOC1,52850,2186513
CN1CC2OCC1C2=O,92436,9392629
C#CCC(C)CC(C)O,60010,1792337
CC1(C#N)CC2CCC21,65608,602847
c1cc(OC2CC2)co1,24165,867429
OC1CC2CCOC1C2,91771,4656005
CC(CO)c1cnco1,30644,2650484
C#CC1CC(O)CC1=O,85656,6602149
CC1CC(C)(O)C(C)O1,86179,6872222
CCCC1(OC)CCC1,119081,3387224
OCC(O)C1CCC1O,101451,7385934
CCn1ccn(C)c1=O,32636,8509437
CC1CC2OCC2C1C,92537,7015393
CC1OC(=O)CCC1=O,85583,5423461
CC1=C(C)C(O)C(=O)C1,75750,2173480
CC(C#N)N1CC(=O)C1,56869,4086980
CCC1C2CC3(CC3)C12,111518,3254932
CC1=CNC(=O)C(O)C1,86115,65821
CCC1C(O)C1(O)C#N,109615,892821
CCCC1CC1(O)CO,120634,7629831
CC1C2CN(C)C(=O)C12,80457,7596271
OCC1OC2C=CC1O2,114683,7390744
CC(C)CCNCC#N,60472,110134
C#CC12OCC1C2CC,111702,2152700
CC1=CC2CCC1(C)C2,74959,1349561
COC1CC(=O)C1CO,112281,7764253
CC1(CNC=O)COC1,66165,1405164
CCC1CC2C(O)C2O1,114339,3284318
CC1CCC(O)C12CC2,93857,5373526
CC1=CC2OCC2C1C,83701,7748023
C#CC1(C)C(C)C1C#N,76012,2271509
c1coc(=NC2CC2)o1,24675,2528097
CC1CC1(O)C(C)(C)O,87122,5413285
OCC1CC2C(O)CN12,114367,7612258
CC1=C(N)CC(O)C1=O,86054,189973
C#CC1=CCC2(CC2)C1,34585,1484087
O=C1CC(C2CCO2)C1,43626,5966959
CC1OC2CCC(=O)C12,92304,5677632
CC(O)C1CC=CC1O,59597,179565
CC1C=C(NC=O)CC1,94093,4447828
Cc1cc(O)cc(F)c1,132353,1349087
C1CC2CC2(C2CC2)C1,40427,2273079
OC1CC=C2CCC2C1,92846,7236939
O=CN1C=CC(=O)CC1,50460,5988405
CN(C)c1cn(C)cn1,26216,8564765
C#CCCC1(C)CCC1,65802,1221666
CC1=C(C#N)CCOC1,73955,766971
O=C1CC2COCCC12,45586,4808036
CC(C)C1(O)CC(=O)C1,58450,3428444
CC12C=CCC1=CCC2,73523,1684598
CCC1C=C(C)NC1=O,111906,3973506
C#CCCC(=O)C(N)=O,53865,5695826
CCC1(O)CC(=NO)C1,22130,1338605
O=C1NCCOC12CC2,47742,5197165
CC1(C(O)C#N)COC1,56684,1008637
CCCC1OCC=C1C,121285,7298504
CCCC(O)C1CC1C,118120,1321757
CC(CO)C1NCC1=O,101397,4112122
COC1CC1C(C)(C)C,113708,7703010
CN(C)C(=O)OC1CC1,57972,7935786
COC1CC2OCCC12,114899,7732770
N#CC1OCC2CC2O1,35801,4783251
C#CC(=O)C(O)C(C)O,58174,2367556
C#CCC(O)C(C)(C)O,61165,1575820
Cc1ccc(N(C)C)[nH]1,26245,8871715
CC1C=CCC1NC=O,84820,7364612
Cc1cc(N)oc(=O)c1,27777,1032863
O=C1CCCCOCO1,47922,5637724
N#CC#CC1COCO1,33365,6106557
CCCc1nonc1C,126576,9904468
O=C1COCC2CCC12,47600,4689576
O=C1CC(C(=O)CO)C1,98651,7287199
CCC(C)OC(C)(C)C,101613,4578605
C#CC1(OC)COC1C,105652,9879145
CC1=CNC(=O)NC=C1,75112,244432
CC1CC2CC(=O)C12O,91206,6866621
CC(=O)N(C)C1COC1,60650,8747749
O=C1CC2CCC2C1=O,45454,5603145
COC(C)C(O)C1CC1,100792,9574570
C#CC1CCC1C(C)=O,55316,1735761
CCC12COCCC1C2,107658,3856548
CCC1NC(C)(C)C1=O,112544,1342660
C#CC1=CCCC(=O)C1,47125,4738207
CC(C)C1COC(=O)N1,59610,2648554
CC1C=CC2(CC2)CO1,94823,5140749
C#CCC(C)CC1CC1,61298,2729505
CC1CC(C)(C)CCO1,95753,4698056
CC#CC1C=CC(=O)C1,53220,2942021
C#Cc1ccc(OC)[nH]1,31901,9305596
CCC(CO)C1CC1O,102568,9960769
CCOC1CN(C=O)C1,120536,8675176
CC(=O)CCC(C)CO,101766,1278418
CCOCC1CCC1O,122637,8399725
CCC1(C2CC2O)CC1,105077,1286848
C#CC1=CC2C(C)C2C1,80311,304954
CC#CCOCC(C)O,53693,3303649
CC1CC1(C)N(C)C=O,60848,4628627
COC1CCCCCO1,116504,5961884
O=C1C=CC2C(O)CC12,90700,7291092
OCC1CC12C=CCO2,113573,7440247
CN(C)C(=O)C(C)(C)O,57847,7975640
N#CC#Cc1cn[nH]c1,128862,5234409
CNc1ccc[nH]c1=O,32293,8985130
CC1=CN(C=O)C(C)C1,86103,5673608
COC1CCC2(CC2)O1,115827,8317126
CC1=CCOC12CC2O,88099,437016
CC#CC1(CO)CC1O,105171,624679
CCC12CCCC1CO2,108505,2150315
CC1COCC2CC12O,96121,6115311
COC12COC1C(C)C2,108324,9425184
OCCC1COC12CC2,121166,7582595
C#CC(=O)NC1COC1,42425,5980641
CCC12CC=CC1CO2,108418,4185120
CC1OCC=C1CC#N,95461,6836378
C#CC1(CC#N)CCO1,36051,379170
CCC1OC(=O)C1CC,112268,429280
CC1CCC(C(C)O)O1,59649,2875894
CC(C)c1coc(=O)o1,26299,2945052
CCNc1coc(C)c1,33086,8003970
CC(C)OCC(O)C#N,60357,3695973
C#CC1(O)COCC1C,95917,6169730
COC1C(CO)C2CC21,111417,7660210
C#CC12CCC=C1CO2,34319,2374507
CC1=CCOC(C)CC1,95410,6800248
N#CC(=O)CC1COC1,42420,5575431
OCC1CC12CC1CC12,113472,7446776
C#CC(O)CC1COC1,61672,4878675
C#CC1OC2C(=O)NC12,44191,6776988
C#CC(C)(C)CC(C)=O,55630,2573653
C#CCCC(C)(C)OC,100141,9670921
CC(=O)CC(=O)CC#N,55564,729403
C#Cc1ncncc1N,28980,4999854
CC1CC1CCC(N)=O,89015,5372342
C#CCC1(C)C2COC21,64660,2193904
CC1CCCC12CC2C,88151,5791102
O=c1ccocc1CO,32560,7623109
CC1CCC2C1C2(C)C,94938,6570608
C#CCC(C)(CO)OC,100338,9220408
CCC1CC1(C)COC,118834,3543539
CN(C)C1(C#N)CC1N,58672,7910931
C#CC1(C#N)CC(=O)C1,43608,5307492
COCC1CCC(=O)O1,121060,4831398
CC1=CCC(=O)C1CO,109465,4024906
CC1C=CCN(C)C1=O,92890,7345068
ON=C1CN(C2CC2)C1,23352,7636398
CC12C=CCC(C=C1)C2,68667,3094464
CCc1cc(C#N)c[nH]1,31449,1288342
CC(=O)C1=CCCC1O,95432,4313759
CC1C(=O)C2CCN1C2,83297,5773235
C#Cc1cccn1C=O,25452,5933383
CC1=CC=CC(C)OC1,93781,5533608
CCC1C(=O)OCC1C,110022,3377105
COC1CCNC1C#N,116255,4537080
CC(=O)N1C(C)CC1C,86318,6453356
CCCOCC(=O)CC,122833,8269640
CC1C(=O)CN(C)C1C,85040,51310
O=C1CCC(O)C2CC12,93381,7267433
CC1=CC(=O)CC1=NO,22328,1722617
COCCC1C=CCO1,122659,6528698
N#CC1C2COC(=O)C12,46659,5079700
CC1(C#N)C=CCCO1,66330,1398221
CCn1nccc1C#N,126808,8102971
COC1CC(CO)CO1,115510,8908944
COC(C)CC1COC1,101748,9870292
CC1(OCCCO)CC1,122983,351196
CC#CC1OCOC1C,53439,165976
CC(C)C1(CO)CCC1,105509,738546
CC1C=C2CC(C)C2O1,90292,4615125
CC(=O)C1OC(=O)C1C,77138,1476263
CCN1CC=C(C#N)C1,114929,7958824
CCOc1ccncc1,33003,8014953
C#CC12COC1C2CC,111705,1510017
CC1OC2C(CC#N)C12,90513,4414782
CCC1OCCC=C1C,116356,924081
CCC12C=CC(C1)OC2,108180,2862508
CNc1cc(OC)co1,31726,9280449
CCC1(NC(N)=O)CC1,104588,2055018
CCN1CC(=O)C1C#N,112226,8831345
CNC(=O)N(C)C(C)C,98272,9092048
C#CC1(C)OC(C)C1O,85835,5595133
CCC1CC(O)C=C1C,112862,2473450
N#CC(=O)C1CC2CC21,42272,5245162
C#Cc1concc1=O,130614,4787045
CC1NC(=O)NC12CC2,85443,6204016
CC1CCCC(C)OC1,95827,6353431
CC(=O)C1CC2CCC21,55167,1669911
CC1CCCC(O)CO1,95829,5414960
CC1CC2C1CC21CC1,90718,6839968
CCc1cc(C)nn1C,126297,2559025
C1=CC2COC(C=C1)O2,41790,1411537
N#CC1CC(CO)CO1,115440,7560647
C#CC(C)(C#N)C(C)O,58076,409154
CC(C)c1nccn1C,26258,3766651
CN(C)C(=O)C1(O)CC1,57889,7940829
CC1(C(O)C#N)CCC1,56678,440245
CCOCCCC(C)=O,123101,8044969
C#CC1C=CCCC1O,95533,7303903
CNC(=O)C1(O)CCC1,98445,9680774
COCC1OC2C(O)C12,120920,6988015
CC12CCC(CCO1)O2,72487,441054
CC1=CC(C)(C)OC1C,85916,4792769
CC1(O)CCC1CC#N,64230,448272
CCC(C)C#CC1CC1,100471,6594572
CC#CC(N)(C#N)CN,99790,1199114
N#CC1CC2CCOC12,35574,5764322
COC1(CO)CCCC1,104890,9229829
C#CC(C)(O)CC(N)=O,55646,505201
C#CC1OCC1CC#N,36464,3589794
O=C1OCC2CCC=C12,47083,4640790
C#CC1NC(=O)C1(C)O,62540,1001415
C#CC1(CC)OCCO1,105754,1191803
CC1CCC(=O)COC1,95680,5901870
C#CC1=CCC2C(C)C12,83012,991810
COC1CC=C(C#N)C1,114931,7777237
COC1C=C(C)C(C)C1,112700,7735179
CCC12CCC1OCO2,108504,2717628
Cn1nccc1CC#N,127646,9910561
CC1=CCC(C)(C)OC1,75140,650786
C#CC(=O)C(=O)C1CC1,42158,6695279
CC1OC(=O)OC1(C)C,85432,6950182
C#CCC(O)C(C)CO,100802,2192116
CCOC1(C)CC(O)C1,118758,7994730
O=C1CCC2CC2C1O,82425,5790257
C1=CCC2COC2CC1,41884,3504128
O=C(NCCO)C1CC1,121664,7680678
CCC(=O)OCC(C)C,99270,7072627
CCCC(C)C1CC1C,118116,2714869
COC1C=CC(C)C1=O,111966,7732506
OC1CC2(O)COCC12,89531,5604786
CC1=CCCOCC1C,96479,4819868
CC1=CCC(=O)CC1=O,75098,1957520
CC1CCCC1CC#N,96023,5442448
CN=c1oc(C)c(C)o1,30427,9676239
C#CC1(C)C(=O)C2CC21,62404,3748623
CC1CCC12COCO2,94460,4818608
O=C1CC2C=CCCN12,44680,4905639
CC1OCC(=O)OC1C,93532,6082008
CC1CCC(C)(C)C1O,93670,4573982
C#CC1C=C(C)NC1=O,74233,2232940
C#CC12CCOC1CC2,34394,3041645
CC1(C)C(O)CN1C=O,86665,372774
CCCC#CCCCC,121563,7254870
CC1CC2CC(C)(C)C12,91320,6079132
CCc1ccn(C)c1N,30767,3238670
Cc1cccc(F)c1C,132726,2733419
CC1CC(C(N)=O)C1C,86570,5797521
CC1CCC1C1CCC1,94563,5867898
O=C1C=CC2COCC12,43359,4765752
C#CC1OC2CC(=O)C12,44725,4507585
CCC1(OC)C(C)C1C,104665,3107853
CC#CC(C)(C)COC,117626,6091681
C#CC1CC1C1CCO1,35244,608667
CC1=CC2(O)CCC1C2,74444,86870
CCC1OCC2COC21,115951,2808710
O=C1NCC2CCC2N1,47063,4836312
CCC1OCCCC1O,116454,2008787
CC1(C)CC(CCO)O1,120440,3208895
CCC12CC1C(C)C2=O,106985,2055528
C#CC1CC1(O)CCC,118799,1219271
Cc1coc(CC#N)n1,29378,1607284
CC(C#CCCO)=NO,22159,1200094
C#Cc1cccn1CC,32647,8142037
c1ncc(C2CC2)nn1,123777,1308637
CC12CCOC1COC2,73683,1068103
O=C1CN2CCC2C1=O,45458,5603393
CCC#CC1CC(O)C1,97766,6641029
CCC(C)(C#N)C1CC1,99892,4682759
C1CC2C3CCC2C1O3,41720,1264721
CCC1(C)C2CC(O)C21,103283,1697105
CCN(C)c1ccon1,126693,8329092
Cc1cc2occc2o1,28109,2036954
N#CCC1OCCC1O,96036,7312586
CC(C)OC1CNC1=O,60237,407554
CC1CC2(C3CC3)CC12,89629,6785756
CC#CC1C(=O)CN1C,53114,2063275
CC1(C)NC(C#N)C1=O,63364,3201936
CCC1C=CC2CC2O1,114762,3285298
C#CC1(CCO)COC1,119309,7395466
CCC(O)C(O)C1CC1,100786,3668920
CCOC1C=CC(=O)C1,120428,7834902
CN1C(C#N)CC12CC2,77100,8075423
OCC#CC12CCC1C2,97722,7365794
C#CCC1=CC(=O)CC1,46096,5134817
CC1=CCCC(O)CC1,95408,199545
COC1CC=CC(C)C1,114996,8858622
CC#CC(C)N(C)C=O,52668,2339295
CC(C)c1ccccn1,26269,1187941
O=C1CC2=C(COC2)N1,44103,5932739
CCC1C2COC(=O)C12,111653,1970743
C#CCC(C)(C)C(N)=O,53967,2531017
C#CC1=CC(C)CCC1,95734,5166151
COCC1CC2(CC2)O1,120896,4873185
C#CC1C=CC(=O)CN1,46086,5946805
OC1COC2CCC=C12,95364,8857446
C#CCCCCC(C)=O,56284,1112268
C1=CC2(CCC2)OCC1,40948,2897728
CC#CC(O)(CO)CO,100252,609834
N#CC1(O)C=CCC1=O,64643,4829854
CC1(C)C=C(CO)CC1,108785,1007840
CN(C)C1CCOC1=O,59752,8228151
O=C1CC2CCC(C2)O1,45368,5431624
OCC(O)C12COC1C2,101135,7324242
CC1CCC=C1C1CC1,95447,5813176
CC1C=CCOCC1C,96236,6605491
CCOCCCC1CC1,123164,8651340
O=C1CCCCC2CC12,47798,4521681
C#CC1=CCC(O)C1C,92674,652351
CC(C)CC1C=CCO1,60262,3515705
COC1CC2C(C)C2C1,114343,5913618
CC1(C2CC2)C(O)C1O,76398,816114
CC1CCCOCCC1,96585,6827906
O=C1COC2CCC1C2,46995,4752299
CC1CC2(O1)C(C)C2O,76489,3084464
CC1(O)CC(C#N)C1O,77074,1596182
CC(C)OC1CC1(C)C,60171,887624
CC1CC2=CC(O)CC21,90293,5674553
OCCC1COC1CO,121251,7593786
CC1(C2C3CCC32)CC1,65132,247375
CCCC(=O)C(O)C#N,117098,1665829
CN1CC(O)(CCO)C1,118760,8531907
C#CC1CC2(CC2)C1O,77105,6898830
CC1(CO)C=CCCO1,104424,507004
CC1CC=CC(=O)C1O,92871,6732856
C#CCC1NC(=O)C1O,77059,5094446
COC(C)C(C)C(C)O,100765,9459877
C#CC1C2CC2C1(C)C,62970,1719474
CC(C)CC(CO)=NO,22112,872056
CN1CC(C)(C)NC1=O,85932,8031383
C#CC(O)C1(O)CCC1,56690,4374089
C#CC1COC12CC2C,88029,5413351
CNC(=O)CCCC#N,99341,9002172
O=C1CCC2OCC=C12,47073,7065815
CC1=CCC2CC2C=C1,75344,968003
CN(C)C1(C#N)COC1,58714,8286811
C1=CCC(C2CCC2)C1,39661,2214761
CC1CC1C1OCC1=O,88787,5770661
CN1CC(CO)=CC1=O,108718,8332716
CNc1c[nH]cc1OC,32529,9457698
CC1(C#N)CNC1CO,115522,1118781
N#CCC1C=CCCC1,36512,6099880
C#CC1CC(=O)OC1C,85480,6768616
C1CC2C1CC2C1CC1,40739,2904950
CCOc1ccoc1C,32805,8360234
CC#CC1=CCOC1=O,53085,2041184
OCC1CCC2(CC2)C1,115833,7501315
COC1COCC1(C)C,116199,4802821
CCC1CCC1(O)C#N,115532,1701403
C#CC(=O)C(C)(O)CO,99946,925885
N#CC1CC(=O)C(O)C1,86855,4739646
O=C1CC2CCOC2O1,45560,6776639
C#CC1C(C)C=CC1C,84385,7457552
CNC(=O)C1OCC1C,98847,9741741
OCC1CCC2CC2C1,115936,7406005
C#CC1=CC(O)C(=O)N1,84196,4907099
CCC1C=CC(OC)O1,113092,4003675
CC1C(=O)C2(C)CCN12,83602,5187915
CC(O)C12CC1OC2C,58872,2433059
CC(=O)N1C=CC(O)C1,86729,2950384
CC#CCCC1CCC1,53671,3043618
CC(C)C1(C)CC(=O)C1,58447,4138050
Cc1ncc(O)c(C)n1,28499,511297
CC1CC1C12COC1C2,88543,5399757
CC12CCCCC1CC2,73262,2267735
CCC1OCOC1CC,116300,1914112
CC1NCCOC1C#N,96398,6829267
O=C1CN2CC(O)CC12,91246,7300092
CC(O)Cc1cnco1,26398,2876069
C#CC1=CCNCC1=O,47623,5363449
CC1OCCOCC1O,96558,4401048
N#CC1CCNC(=O)C1,47359,7125867
CC1=CC=CCCC1O,95555,1379213
N#CC(=O)C1C=CCN1,42308,5286882
CC1COC(=O)C(O)C1,93248,4819649
CC1CC(C#N)C(=O)N1,85648,5170751
C#CC(CCC)COC,118645,2467993
O=C1COCCCOC1,47937,6246998
C#CC1CC1(C)CC#N,64685,2674073
CC(C)C1OC(=O)C1C,59310,169273
OCCCc1ccno1,131800,7384102
CC#CCc1ccco1,25703,2325372
C#CC1C(=O)CCC1O,93326,7270107
CCC1C2COC1OC2,111805,4215908
CCNC(=O)C(C)CO,117165,7959036
CCC1(NC(C)=O)CC1,104587,4056391
CC#CCOC1CC1C,53669,2478522
C#Cc1ccccc1C,28957,2306771
Cc1cc(C(C)C)on1,124503,2102564
CCC1(C)C=CCC1C,103541,4162946
C1CC2C3CCC2C1C3,41719,1154286
CC12CCC1C(CO)C2,114090,248429
CC1OC2COC(=O)C12,92307,6218530
C#CC1(C)COC1CC,115538,2692675
C#Cc1[nH]ccc1C#N,23949,3575251
CCc1nccc(N)n1,32099,2487156
CC1CC2(CCC2)C1=O,89965,6603162
FC(F)(F)C#CC1CC1,133504,4685132
C1=CC(C2CC2)CCC1,40807,2520840
CCC(C)CC1(C)CC1,101693,6878338
O=C1COC2CCC2C1,47057,6363455
CCC(CO)C1(C)CC1,102547,9473613
CC(O)C(=O)CC1CC1,57961,1242173
C#CC1=CC(C)OCC1,95741,6048130
C#CC1C2CCCC12O,73607,6717184
CCC1CC2OCC12O,114812,4230713
OCC1=CCC=CC=C1,109269,7440099
CC12CCC1C1CC1C2,72900,928253
CC(=O)C#CC1COC1,53743,2522427
C#CC1CC(C)=CC1C,84137,7736153
CC(C#N)C(C)CCO,117992,2686416
CC1=CCOC(CO)C1,115970,651242
COC(CO)CCCO,122148,9327369
CC1COCCCC1O,96552,4526496
CC(=O)c1ncoc1C,25745,3656682
CCC(C)C(O)CCO,118053,6784162
OCC1C2C=CC1C=C2,110720,7438959
CCC(O)CC(C)CO,101678,2687521
CCC1C(O)C(O)C1O,109588,3629118
C1OC2OC1CC21CC1,40051,2156696
CC#CC1OCOC1=O,53431,4121507
CC(O)C12CCCC1C2,58896,690149
CC(C)(C)N1CC(=O)C1,57415,2697931
C#CC(C)C(CC)CO,102507,7877200
O=CN1CC=CC12CC2,50412,6254241
CCC(O)(C#N)C1CC1,99902,3085157
CCCC1CC(C)(C)O1,120444,7220567
CC1OCOCC12CC2,96372,6937426
COC(C)(CO)C(C)=O,100281,9211580
COCCOC(C)(C)C,122886,4838766
C#CCCOC1(C)CC1,66215,217716
CC1(C)OCC1C1CC1,64213,3749086
CC(CC#N)CC1CC1,61302,3487733
CC1(O)CC=C(CO)C1,109149,839482
CC#CC1C(O)C1CC,109724,4180321
N#CCC1CC2CCC12,36434,6772855
O=C1COC2CCC2O1,47059,4912969
C#CC1C2OC(C)C12C,90390,5705266
CC1(O)CC=C(C#N)C1,63997,3072685
CC12COCOCC1C2,70740,1589175
O=C1C=CC(=O)C1CO,109424,7446676
C#CCc1cc[nH]c1O,26987,6145659
CC1C(O)C1C#CC#N,76588,1718012
OC1CCC2CC(O)C12,92339,6979838
OC1C=C2CCC=C2C1,90345,5011362
ON=C1CCC(O)CC1,22591,7404200
C#CC1C=C(C#N)CC1,35651,3113917
CC(C)(CO)C1CCO1,100052,1304365
CC(=O)CCCCC#N,56285,1677382
CC1=CC2(C)C=CC1O2,74409,1246479
CCOC(C#N)C(C)C,117546,8751271
C#CC1(OC(N)=O)CC1,55724,5338985
C#CC1CCC(C)CC1,94056,5840204
CC(C)COC(=O)C#N,60312,3458279
CC#CC(CC)CC#N,102135,7060204
CCC12CCC=C1CC2,108262,2135782
OC1C(O)C1OC1CC1,76691,6385259
COCC(CCO)OC,118586,4914677
CC1CC(=O)N(C)C1=O,85015,7942837
Cc1cnc(C(C)O)o1,26241,439035
Cn1c(O)ccc1CO,31779,8550912
CC(C)CC1CCC1C,60247,4252726
CC1=CCCCCC1O,96474,3076142
CCC1C(C)CC1CO,112804,4336110
CC1C(O)C(O)C1(C)C,76340,304696
COC1COC1CCO,121244,4914393
C#CCC1CC1(C)OC,103886,9269722
CC1C(O)C(C)C1(C)O,76339,1402720
O=C1CC(C2CC2)CO1,46048,5085988
COCCC(C)(O)C#N,121816,5825680
CC1CC=CC1(O)C#N,92939,6927902
O=C1CC2CC2CCO1,47545,4563449
C1CC1COCC1CC1,36969,933546
CC1CCCCN1C=O,96425,6298589
Cc1oc(C)c(O)c1C,26661,463736
Cc1nc(C#N)oc1C,26766,196961
C#CC1NC(=O)OC1C,85482,5375582
C#CC1C(=O)OC1C#N,43567,4878165
CC1CC(O)(CO)C1=O,103604,5039742
C#Cc1cc(=O)cc[nH]1,24804,6096516
CCC1NCCOC1=O,116391,2110626
CC1CC2(CO)CCC12,108304,5489037
CC1C(C#N)C2(C)CC12,81821,1798801
CCOC(=O)CC1CC1,117374,8851644
CC1OC2C1=CCC2C,90446,7184222
CCC1C(C)C2(O)CC12,111285,4215830
CC1C(=O)CC2CCC21,83704,67153
Cc1ccc(C(N)=O)o1,25807,3082710
CC(O)C1CC1C1CC1,59475,1601834
O=C1OC(C2CC2)C1O,77188,6261895
Cn1nccc1CCO,127648,9834934
O=CNC1CN2CCC12,51674,5851136
CC(C)C(=O)NCCO,121615,1737198
CCOC1C2OC(=O)C12,120120,7834888
COC1CC1(C)CCO,118855,7781496
C#CCC(=O)C(=O)C#N,42355,4612085
CC1CC(N)(C#N)C1O,85822,6173749
O=C1CCC2CCC=C12,47071,4954373
CNC(=O)NC1CCC1,99173,9257307
C#CCC(=O)C(C)(C)C,57307,3304813
COC12CC=CC1C2C,108172,9508999
CCCC1(C)CC1C#N,118794,3617458
CCC(C)(CC)CCO,117828,6226902
C#CC1CC2C(O)CN12,90541,7301481
O=CNC1C2CC(O)C21,90571,7282989
O=c1ccoc(CO)c1,31387,7684020
N#CC#CCN1CCC1,33377,6556179
CCC1(OC)C(C)C1O,104666,2222864
O=C1CC2C=CC(O1)O2,44740,4429996
O=C1C=CC2C=CCC12,43312,5548322
CC1CCC2CCCC12,95366,6624643
CCC1C=CNC(=O)O1,112463,3688282
CC1C(C)C1NC(N)=O,76655,2373607
OCC1CCOCCO1,116516,7653402
CCC1OC2CC12CC,114627,4082328
O=CNC1CC2C(O)C12,80772,5184311
CCC1CC2C(=O)CC12,114395,3895379
OC1CC2C=CCOC12,91198,7303113
CC1CCC(C)(O)CC1,93694,4978353
C#CC1(O)CCC2CC21,66118,5576722
CCCC(C)(C)CCO,117716,3624128
